Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
30,Yes,Travel_Rarely,Research & Development,3,Technical Degree,1,297,4,Female,Research Scientist,1,Single,2657,5,Yes,8,3,5,0
41,No,Travel_Rarely,Sales,6,Life Sciences,1,298,4,Female,Manager,4,Single,13591,3,Yes,16,3,1,0
30,Yes,Travel_Frequently,Sales,26,Marketing,1,299,3,Female,Sales Executive,1,Single,6696,5,No,9,2,6,0
29,Yes,Travel_Rarely,Research & Development,1,Technical Degree,1,300,3,Male,Research Scientist,3,Single,2058,0,No,7,2,6,1
45,No,Non-Travel,Sales,6,Medical,1,302,4,Female,Sales Executive,4,Single,8865,6,No,23,3,19,12
54,No,Travel_Rarely,Sales,3,Marketing,1,303,4,Female,Sales Executive,1,Married,5940,2,No,16,3,6,0
36,No,Travel_Rarely,Research & Development,5,Life Sciences,1,304,4,Male,Laboratory Technician,2,Single,5914,8,No,16,4,13,3
33,No,Travel_Rarely,Research & Development,4,Medical,1,305,3,Female,Research Scientist,2,Married,2622,6,No,7,3,3,1
37,No,Travel_Frequently,Research & Development,11,Other,1,306,2,Male,Research Director,4,Divorced,12185,1,Yes,10,3,10,0
38,No,Travel_Rarely,Sales,3,Life Sciences,1,307,1,Male,Sales Executive,3,Divorced,10609,0,No,17,2,16,5
31,No,Non-Travel,Research & Development,1,Medical,1,308,3,Male,Manufacturing Director,3,Married,4345,0,No,6,3,5,1
59,No,Travel_Rarely,Research & Development,3,Life Sciences,1,309,3,Male,Research Scientist,4,Married,2177,3,No,7,3,1,0
37,No,Travel_Frequently,Sales,4,Marketing,1,311,1,Male,Sales Representative,4,Divorced,2793,4,No,13,3,9,5
29,No,Travel_Frequently,Sales,1,Medical,1,312,2,Female,Sales Executive,4,Married,7918,1,No,11,3,11,4
35,No,Travel_Frequently,Sales,1,Marketing,1,314,3,Female,Sales Executive,3,Single,8789,1,No,10,4,10,0
29,Yes,Travel_Rarely,Research & Development,18,Medical,1,315,3,Male,Research Scientist,4,Single,2389,1,Yes,4,2,4,0
52,No,Travel_Rarely,Research & Development,2,Life Sciences,1,316,3,Female,Laboratory Technician,4,Single,3212,7,No,6,2,2,2
42,No,Travel_Rarely,Research & Development,4,Technical Degree,1,319,3,Male,Manager,4,Married,19232,1,No,22,3,22,11
59,No,Travel_Rarely,Human Resources,6,Medical,1,321,2,Male,Human Resources,3,Married,2267,8,No,7,2,2,2
50,No,Travel_Rarely,Sales,1,Medical,1,323,4,Female,Manager,4,Divorced,19517,3,No,32,2,7,0
33,Yes,Travel_Rarely,Research & Development,14,Medical,1,325,3,Male,Laboratory Technician,4,Married,2436,5,Yes,8,1,5,0
43,No,Travel_Rarely,Sales,16,Marketing,1,327,4,Female,Manager,4,Married,16064,5,Yes,22,3,17,1
33,Yes,Travel_Rarely,Research & Development,2,Life Sciences,1,328,1,Female,Laboratory Technician,1,Married,2707,7,No,13,4,9,1
52,No,Non-Travel,Sales,2,Life Sciences,1,329,1,Male,Manager,3,Single,19068,1,Yes,33,4,33,15
32,No,Travel_Rarely,Sales,4,Life Sciences,1,330,3,Female,Sales Representative,2,Married,3931,2,No,6,3,4,1
32,Yes,Travel_Rarely,Research & Development,1,Life Sciences,1,331,4,Male,Laboratory Technician,3,Single,3730,0,Yes,4,1,3,1
39,No,Travel_Rarely,Research & Development,1,Medical,1,332,3,Female,Laboratory Technician,3,Divorced,2232,7,No,7,3,3,1
32,No,Non-Travel,Sales,26,Marketing,1,333,3,Male,Sales Executive,4,Married,4465,0,No,4,3,3,2
41,No,Travel_Rarely,Research & Development,19,Life Sciences,1,334,3,Male,Research Scientist,1,Divorced,3072,2,No,17,2,1,0
40,No,Travel_Rarely,Research & Development,24,Technical Degree,1,335,1,Male,Research Scientist,4,Divorced,3319,1,No,9,3,9,4
45,No,Travel_Rarely,Research & Development,1,Other,1,336,3,Male,Manager,4,Married,19202,0,No,25,3,24,1
31,No,Travel_Frequently,Research & Development,3,Medical,1,337,2,Male,Research Director,3,Divorced,13675,9,No,9,3,2,2
33,No,Travel_Rarely,Research & Development,5,Life Sciences,1,338,3,Female,Research Scientist,4,Married,2911,1,No,2,2,2,0
34,No,Travel_Rarely,Research & Development,2,Life Sciences,1,339,4,Male,Manufacturing Director,1,Married,5957,6,No,13,3,11,5
37,No,Travel_Rarely,Research & Development,1,Medical,1,340,3,Female,Research Scientist,1,Married,3920,2,No,17,2,3,0
45,No,Travel_Frequently,Research & Development,7,Life Sciences,1,341,1,Male,Manufacturing Director,3,Married,6434,4,No,9,3,3,0
37,Yes,Travel_Frequently,Research & Development,10,Medical,1,342,1,Male,Manufacturing Director,3,Divorced,10048,6,No,17,3,1,0
39,No,Travel_Frequently,Research & Development,2,Technical Degree,1,343,3,Female,Healthcare Representative,3,Single,10938,0,No,20,3,19,11
29,No,Travel_Rarely,Research & Development,15,Life Sciences,1,346,3,Male,Research Scientist,4,Single,2340,1,No,6,3,6,1
42,No,Travel_Rarely,Research & Development,17,Life Sciences,1,347,4,Female,Research Scientist,1,Single,6545,3,Yes,10,3,3,0
29,No,Travel_Rarely,Sales,20,Marketing,1,349,4,Male,Sales Executive,4,Divorced,6931,2,No,10,3,3,0
25,No,Travel_Rarely,Research & Development,1,Life Sciences,1,350,1,Female,Manufacturing Director,3,Married,4898,0,No,5,3,4,1
42,No,Travel_Rarely,Research & Development,2,Medical,1,351,4,Female,Laboratory Technician,1,Divorced,2593,0,Yes,10,3,9,7
40,No,Travel_Rarely,Research & Development,2,Medical,1,352,1,Male,Research Director,3,Divorced,19436,0,No,22,3,21,3
51,No,Travel_Rarely,Research & Development,1,Life Sciences,1,353,3,Male,Research Scientist,4,Married,2723,1,No,1,2,1,0
31,Yes,Travel_Frequently,Research & Development,29,Medical,1,355,3,Male,Laboratory Technician,2,Single,3479,0,No,6,4,5,1
32,No,Travel_Frequently,Research & Development,7,Life Sciences,1,359,2,Male,Laboratory Technician,2,Married,2794,1,No,5,1,5,0
38,No,Non-Travel,Sales,2,Life Sciences,1,361,4,Male,Sales Executive,4,Married,5249,3,No,13,3,8,7
32,No,Travel_Rarely,Research & Development,2,Technical Degree,1,362,4,Male,Laboratory Technician,1,Single,2176,4,No,9,3,6,0
46,No,Travel_Rarely,Sales,2,Technical Degree,1,363,3,Female,Manager,2,Married,16872,3,Yes,28,2,7,7
28,Yes,Travel_Rarely,Research & Development,2,Life Sciences,1,364,1,Male,Laboratory Technician,3,Single,3485,2,No,5,1,0,0
29,No,Travel_Rarely,Sales,2,Medical,1,366,1,Male,Sales Executive,2,Married,6644,2,No,10,3,0,0
31,No,Travel_Rarely,Research & Development,23,Medical,1,367,2,Male,Healthcare Representative,4,Married,5582,0,No,10,3,9,7
25,No,Non-Travel,Research & Development,5,Life Sciences,1,369,2,Male,Healthcare Representative,1,Divorced,4000,1,No,6,3,6,1
45,No,Travel_Rarely,Research & Development,20,Medical,1,372,3,Male,Healthcare Representative,4,Married,13496,0,Yes,21,3,20,4
36,No,Travel_Rarely,Research & Development,6,Life Sciences,1,373,4,Male,Laboratory Technician,4,Married,3210,0,No,16,3,15,10
55,No,Travel_Rarely,Research & Development,1,Medical,1,374,4,Male,Manager,1,Single,19045,0,Yes,37,3,36,4
47,Yes,Non-Travel,Research & Development,29,Life Sciences,1,376,1,Male,Manager,2,Married,11849,1,Yes,10,2,10,9
28,No,Travel_Rarely,Research & Development,9,Medical,1,377,4,Male,Research Scientist,4,Married,2070,1,No,5,2,5,0
37,No,Travel_Rarely,Sales,6,Medical,1,378,3,Male,Sales Executive,4,Married,6502,4,No,7,4,5,0
21,No,Travel_Rarely,Research & Development,3,Medical,1,379,4,Male,Research Scientist,3,Single,3230,1,No,3,4,3,1
37,No,Non-Travel,Research & Development,1,Medical,1,380,1,Female,Research Director,4,Divorced,13603,2,Yes,15,3,5,0
35,No,Travel_Rarely,Research & Development,22,Life Sciences,1,381,2,Female,Manager,2,Divorced,11996,7,No,10,2,7,6
38,No,Travel_Rarely,Sales,7,Medical,1,382,1,Female,Sales Executive,1,Divorced,5605,1,Yes,8,3,8,7
26,No,Travel_Frequently,Research & Development,1,Life Sciences,1,384,3,Female,Manufacturing Director,2,Divorced,6397,1,No,6,1,6,1
50,No,Travel_Rarely,Research & Development,4,Life Sciences,1,385,1,Male,Research Director,2,Divorced,19144,3,No,28,2,10,1
53,No,Travel_Rarely,Research & Development,3,Medical,1,386,3,Male,Research Director,3,Married,17584,3,Yes,21,2,5,1
42,No,Travel_Rarely,Sales,1,Life Sciences,1,387,2,Male,Sales Executive,3,Married,4907,1,No,20,3,20,11
29,No,Travel_Frequently,Sales,2,Life Sciences,1,388,2,Male,Sales Executive,4,Single,4554,1,No,10,2,10,0
55,No,Travel_Rarely,Research & Development,20,Technical Degree,1,389,2,Male,Laboratory Technician,4,Married,5415,3,Yes,12,3,10,0
26,No,Travel_Frequently,Research & Development,11,Medical,1,390,1,Male,Healthcare Representative,1,Married,4741,1,Yes,5,3,5,3
37,No,Travel_Rarely,Research & Development,1,Life Sciences,1,391,4,Female,Research Scientist,4,Single,2115,1,No,17,3,17,5
44,Yes,Travel_Frequently,Research & Development,24,Life Sciences,1,392,4,Male,Laboratory Technician,3,Divorced,3161,3,Yes,19,1,1,0
38,No,Travel_Rarely,Research & Development,23,Life Sciences,1,393,4,Male,Healthcare Representative,4,Divorced,5745,9,No,10,3,2,1
26,Yes,Travel_Rarely,Research & Development,16,Medical,1,394,1,Male,Laboratory Technician,2,Divorced,2373,2,Yes,5,3,3,0
28,No,Travel_Rarely,Research & Development,8,Life Sciences,1,395,4,Female,Research Scientist,4,Single,3310,1,No,5,3,5,0
49,No,Travel_Frequently,Research & Development,10,Life Sciences,1,396,3,Female,Research Director,1,Single,18665,9,Yes,22,3,3,1
36,No,Travel_Rarely,Research & Development,3,Technical Degree,1,397,3,Male,Research Scientist,2,Single,4485,4,No,10,3,8,7
31,No,Travel_Frequently,Sales,5,Marketing,1,399,4,Female,Sales Representative,2,Divorced,2789,1,No,2,2,2,2
26,Yes,Travel_Rarely,Sales,4,Marketing,1,401,4,Male,Sales Executive,4,Single,5828,1,Yes,8,3,8,7
37,No,Travel_Frequently,Research & Development,9,Medical,1,403,2,Male,Research Scientist,4,Married,2326,1,Yes,4,2,4,1
42,No,Travel_Frequently,Sales,26,Marketing,1,404,3,Female,Sales Executive,2,Married,13525,5,No,23,4,20,4
18,Yes,Travel_Rarely,Research & Development,3,Life Sciences,1,405,3,Male,Laboratory Technician,3,Single,1420,1,No,0,3,0,0
35,No,Travel_Rarely,Sales,16,Marketing,1,406,3,Male,Sales Executive,2,Married,8020,0,No,12,2,11,6
36,No,Travel_Frequently,Research & Development,18,Life Sciences,1,407,3,Male,Laboratory Technician,4,Married,3688,4,No,4,3,1,0
51,No,Travel_Rarely,Research & Development,2,Medical,1,408,4,Male,Manufacturing Director,2,Divorced,5482,5,No,13,3,4,1
41,No,Travel_Rarely,Sales,2,Life Sciences,1,410,4,Male,Manager,2,Single,16015,1,No,22,3,22,0
18,No,Travel_Rarely,Sales,10,Medical,1,411,4,Female,Sales Representative,3,Single,1200,1,No,0,3,0,0
28,No,Travel_Rarely,Research & Development,16,Medical,1,412,2,Male,Healthcare Representative,1,Single,5661,0,No,9,3,8,0
31,No,Travel_Rarely,Sales,7,Technical Degree,1,416,2,Male,Sales Executive,4,Married,6929,4,No,10,2,8,7
39,No,Travel_Rarely,Research & Development,1,Medical,1,417,3,Male,Healthcare Representative,4,Divorced,9613,0,No,19,2,18,3
36,No,Non-Travel,Research & Development,24,Life Sciences,1,419,2,Female,Laboratory Technician,2,Married,5674,7,No,11,3,9,0
32,No,Travel_Rarely,Sales,7,Life Sciences,1,420,4,Male,Sales Executive,3,Married,5484,1,No,13,2,13,4
38,No,Travel_Rarely,Research & Development,25,Life Sciences,1,421,1,Female,Research Director,2,Married,12061,3,No,19,3,10,0
58,No,Non-Travel,Research & Development,1,Life Sciences,1,422,4,Male,Healthcare Representative,3,Divorced,5660,2,Yes,12,3,5,1
31,No,Travel_Rarely,Research & Development,5,Technical Degree,1,423,3,Male,Research Scientist,4,Married,4821,0,Yes,6,3,5,0
31,No,Travel_Rarely,Human Resources,2,Human Resources,1,424,1,Male,Human Resources,1,Married,6410,3,No,9,3,2,1
45,No,Travel_Frequently,Research & Development,7,Life Sciences,1,425,1,Male,Laboratory Technician,1,Divorced,5210,1,No,24,3,24,9
31,No,Travel_Rarely,Research & Development,2,Life Sciences,1,426,3,Male,Research Scientist,4,Divorced,2695,0,Yes,3,1,2,2
33,No,Travel_Frequently,Research & Development,5,Life Sciences,1,428,4,Female,Manager,2,Married,11878,6,No,12,3,10,8
39,No,Travel_Rarely,Research & Development,10,Medical,1,429,3,Male,Manager,1,Married,17068,1,Yes,21,3,21,11
43,No,Travel_Frequently,Research & Development,10,Life Sciences,1,430,3,Female,Laboratory Technician,4,Single,2455,0,No,9,3,8,1
49,No,Travel_Rarely,Research & Development,1,Technical Degree,1,431,3,Female,Healthcare Representative,3,Single,13964,7,Yes,25,3,7,0
52,Yes,Travel_Rarely,Research & Development,8,Medical,1,433,3,Male,Research Scientist,2,Married,4941,2,No,11,2,8,7
27,No,Travel_Rarely,Research & Development,5,Life Sciences,1,434,3,Female,Research Scientist,2,Single,2478,1,Yes,4,2,4,1
32,No,Travel_Rarely,Sales,8,Technical Degree,1,436,3,Female,Sales Executive,2,Married,5228,1,Yes,13,3,13,11
27,No,Travel_Rarely,Sales,2,Life Sciences,1,437,4,Male,Sales Executive,3,Single,4478,1,Yes,5,3,5,0
31,No,Travel_Rarely,Sales,7,Marketing,1,438,4,Male,Sales Executive,4,Divorced,7547,4,No,13,3,7,1
32,No,Travel_Rarely,Research & Development,2,Medical,1,439,1,Female,Research Scientist,4,Single,5055,7,No,10,2,7,0
28,Yes,Travel_Rarely,Research & Development,2,Medical,1,440,1,Male,Research Scientist,4,Married,3464,5,Yes,5,2,3,2
30,No,Travel_Rarely,Research & Development,28,Medical,1,441,4,Female,Research Scientist,4,Married,5775,1,No,11,3,10,1
31,No,Travel_Frequently,Research & Development,7,Life Sciences,1,442,3,Female,Manufacturing Director,3,Married,8943,1,No,10,3,10,8
39,No,Travel_Frequently,Research & Development,7,Medical,1,444,3,Male,Manager,4,Married,19272,1,No,21,3,21,13
39,Yes,Travel_Rarely,Sales,3,Medical,1,445,4,Female,Sales Executive,3,Married,5238,4,Yes,12,2,1,0
33,No,Travel_Frequently,Sales,10,Marketing,1,446,2,Male,Sales Executive,4,Single,4682,3,No,9,2,7,0
47,No,Travel_Rarely,Research & Development,5,Life Sciences,1,447,4,Male,Research Director,3,Married,18300,4,No,21,3,3,1
43,No,Travel_Frequently,Research & Development,10,Life Sciences,1,448,3,Female,Laboratory Technician,3,Divorced,5257,1,No,9,4,9,0
27,No,Non-Travel,Sales,1,Marketing,1,449,3,Male,Sales Executive,2,Married,6349,0,Yes,6,3,5,1
54,No,Travel_Frequently,Research & Development,20,Life Sciences,1,450,4,Female,Research Scientist,3,Single,4869,3,No,20,2,4,0
43,No,Travel_Rarely,Research & Development,7,Life Sciences,1,451,3,Female,Healthcare Representative,1,Married,9985,8,No,10,2,1,0
45,No,Travel_Rarely,Research & Development,8,Other,1,452,4,Male,Research Scientist,4,Married,3697,9,No,12,3,10,9
40,No,Travel_Rarely,Sales,1,Medical,1,453,2,Male,Sales Executive,4,Married,7457,2,Yes,6,2,4,0
29,Yes,Travel_Rarely,Research & Development,8,Other,1,454,2,Male,Laboratory Technician,1,Married,2119,1,Yes,7,2,7,0
29,No,Travel_Rarely,Research & Development,9,Other,1,455,2,Male,Laboratory Technician,4,Single,3983,0,No,4,3,3,2
30,No,Travel_Rarely,Sales,5,Marketing,1,456,4,Female,Sales Executive,3,Divorced,6118,1,No,10,3,10,1
27,No,Travel_Rarely,Sales,8,Marketing,1,458,2,Female,Sales Executive,2,Married,6214,1,No,8,3,8,0
37,No,Travel_Rarely,Research & Development,5,Medical,1,460,4,Male,Manufacturing Director,4,Divorced,6347,7,No,8,2,6,0
38,No,Travel_Rarely,Research & Development,15,Life Sciences,1,461,3,Male,Research Director,4,Divorced,11510,0,Yes,12,3,11,2
31,No,Travel_Rarely,Research & Development,7,Medical,1,462,3,Female,Manufacturing Director,4,Single,7143,1,Yes,11,2,11,4
29,No,Travel_Rarely,Sales,10,Marketing,1,463,4,Female,Sales Executive,2,Divorced,8268,1,Yes,7,3,7,1
35,No,Travel_Rarely,Research & Development,5,Technical Degree,1,464,3,Male,Manufacturing Director,2,Single,8095,0,No,17,3,16,0
23,No,Travel_Rarely,Research & Development,26,Life Sciences,1,465,3,Male,Research Scientist,4,Divorced,2904,1,No,4,2,4,0
41,No,Travel_Rarely,Research & Development,6,Medical,1,466,4,Male,Manufacturing Director,2,Single,6032,6,Yes,8,3,5,1
47,No,Travel_Frequently,Sales,4,Medical,1,467,2,Male,Sales Representative,3,Single,2976,3,No,5,3,0,0
42,No,Travel_Rarely,Research & Development,23,Life Sciences,1,468,1,Female,Research Director,4,Single,15992,2,No,16,3,1,0
29,No,Non-Travel,Sales,2,Life Sciences,1,469,4,Male,Sales Executive,3,Married,4649,1,No,4,2,4,0
42,No,Travel_Rarely,Human Resources,2,Technical Degree,1,470,3,Male,Human Resources,3,Divorced,2696,0,Yes,4,3,3,1
32,No,Travel_Rarely,Research & Development,2,Medical,1,471,3,Female,Laboratory Technician,2,Married,2370,1,No,8,3,8,0
48,No,Travel_Rarely,Sales,29,Medical,1,473,1,Female,Manager,3,Married,12504,3,No,15,1,0,0
37,No,Travel_Rarely,Research & Development,6,Medical,1,474,3,Male,Research Scientist,1,Divorced,5974,4,Yes,13,3,7,6
30,No,Non-Travel,Sales,25,Technical Degree,1,475,4,Female,Sales Executive,3,Married,4736,7,Yes,4,4,2,2
26,No,Travel_Rarely,Sales,1,Life Sciences,1,476,3,Male,Sales Executive,3,Married,5296,1,No,8,3,8,7
42,No,Travel_Rarely,Research & Development,2,Other,1,477,1,Male,Healthcare Representative,4,Single,6781,3,No,14,3,1,0
21,Yes,Travel_Frequently,Sales,1,Technical Degree,1,478,1,Female,Sales Representative,2,Single,2174,1,Yes,3,3,3,1
36,No,Non-Travel,Sales,1,Medical,1,479,4,Female,Sales Executive,4,Single,6653,4,No,7,3,1,0
36,No,Travel_Frequently,Sales,3,Medical,1,481,1,Male,Sales Executive,4,Married,9699,4,No,16,3,13,1
57,No,Travel_Rarely,Research & Development,1,Medical,1,482,4,Male,Healthcare Representative,3,Married,6755,2,No,15,3,3,1
40,No,Travel_Rarely,Research & Development,10,Life Sciences,1,483,4,Female,Laboratory Technician,3,Married,2213,3,Yes,10,3,7,1
21,No,Non-Travel,Sales,9,Medical,1,484,1,Male,Sales Representative,4,Single,2610,1,No,3,2,3,2
33,Yes,Travel_Rarely,Sales,5,Marketing,1,485,4,Female,Sales Representative,3,Single,2851,1,Yes,1,3,1,0
37,No,Travel_Rarely,Research & Development,10,Medical,1,486,3,Female,Laboratory Technician,1,Married,3452,6,No,17,3,5,0
46,No,Non-Travel,Research & Development,7,Medical,1,487,3,Female,Manufacturing Director,3,Married,5258,2,No,7,4,1,0
41,Yes,Travel_Frequently,Sales,4,Marketing,1,488,1,Male,Sales Executive,2,Single,9355,1,No,8,3,8,7
50,No,Travel_Rarely,Research & Development,10,Technical Degree,1,491,4,Male,Healthcare Representative,4,Single,10496,6,No,20,3,4,1
40,Yes,Travel_Rarely,Sales,22,Marketing,1,492,3,Male,Sales Executive,3,Married,6380,2,Yes,8,3,6,1
31,No,Travel_Rarely,Research & Development,9,Life Sciences,1,493,3,Male,Research Scientist,2,Single,2657,0,Yes,3,3,2,2
21,Yes,Travel_Rarely,Sales,12,Life Sciences,1,494,3,Female,Sales Representative,2,Single,2716,1,No,1,3,1,0
29,No,Travel_Rarely,Research & Development,23,Life Sciences,1,495,4,Male,Research Scientist,4,Single,2201,9,No,6,3,3,1
35,No,Travel_Rarely,Research & Development,9,Life Sciences,1,496,3,Male,Healthcare Representative,2,Single,6540,9,No,10,3,1,0
27,No,Travel_Rarely,Research & Development,1,Medical,1,497,4,Male,Laboratory Technician,2,Divorced,3816,1,No,5,3,5,0
28,No,Travel_Rarely,Sales,9,Life Sciences,1,498,2,Male,Sales Executive,4,Single,5253,1,No,7,3,7,0
49,No,Travel_Rarely,Research & Development,7,Other,1,499,2,Male,Healthcare Representative,3,Single,10965,8,No,26,3,5,0
51,No,Travel_Rarely,Sales,14,Life Sciences,1,500,3,Female,Sales Executive,4,Married,4936,4,No,18,2,7,0
36,No,Travel_Rarely,Research & Development,2,Life Sciences,1,501,4,Female,Research Scientist,3,Married,2543,4,No,6,3,2,2
34,Yes,Non-Travel,Sales,19,Marketing,1,502,1,Male,Sales Executive,4,Single,5304,8,Yes,9,2,5,0
55,No,Travel_Rarely,Research & Development,2,Life Sciences,1,505,3,Female,Manager,4,Single,16659,2,Yes,30,3,5,1
24,No,Travel_Rarely,Sales,10,Marketing,1,507,4,Female,Sales Executive,3,Divorced,4260,1,Yes,5,4,5,0
30,No,Travel_Rarely,Sales,2,Technical Degree,1,508,3,Male,Sales Representative,2,Married,2476,1,No,1,3,1,0
26,Yes,Travel_Frequently,Research & Development,3,Technical Degree,1,510,3,Male,Research Scientist,1,Single,3102,0,No,7,3,6,0
22,No,Travel_Rarely,Research & Development,11,Medical,1,511,1,Female,Research Scientist,2,Married,2244,1,No,2,3,2,1
36,No,Travel_Rarely,Sales,2,Medical,1,513,2,Male,Sales Executive,3,Married,7596,1,No,10,3,10,9
30,Yes,Travel_Frequently,Research & Development,4,Technical Degree,1,514,3,Male,Research Scientist,4,Single,2285,9,Yes,3,3,1,0
37,No,Travel_Rarely,Research & Development,14,Life Sciences,1,515,4,Female,Laboratory Technician,1,Divorced,3034,1,No,18,2,18,12
40,No,Travel_Rarely,Sales,2,Marketing,1,516,4,Female,Sales Executive,2,Divorced,5715,7,No,8,3,5,1
42,No,Travel_Rarely,Research & Development,1,Life Sciences,1,517,2,Female,Laboratory Technician,1,Divorced,2576,3,No,8,3,5,1
37,No,Travel_Rarely,Research & Development,10,Life Sciences,1,518,3,Male,Manufacturing Director,2,Single,4197,2,Yes,18,2,1,0
43,No,Travel_Rarely,Research & Development,12,Life Sciences,1,520,1,Male,Research Director,2,Divorced,14336,1,No,25,3,25,3
40,No,Travel_Rarely,Research & Development,2,Medical,1,521,2,Female,Laboratory Technician,3,Married,3448,6,No,20,3,1,0
54,No,Travel_Rarely,Research & Development,5,Medical,1,522,1,Male,Research Director,1,Married,19406,4,No,24,2,4,1
34,No,Non-Travel,Sales,4,Marketing,1,523,3,Female,Sales Executive,3,Married,6538,9,No,6,3,3,1
31,No,Travel_Rarely,Research & Development,7,Medical,1,524,2,Female,Manufacturing Director,1,Married,4306,1,No,13,1,13,3
43,No,Travel_Frequently,Research & Development,21,Medical,1,525,4,Male,Laboratory Technician,4,Married,2258,7,No,8,3,3,1
43,No,Travel_Rarely,Research & Development,8,Other,1,526,3,Female,Healthcare Representative,3,Divorced,4522,4,Yes,8,3,5,0
25,No,Travel_Rarely,Sales,4,Life Sciences,1,527,2,Female,Sales Executive,4,Single,4487,1,Yes,5,3,5,1
37,No,Non-Travel,Research & Development,25,Medical,1,529,2,Female,Research Scientist,3,Married,4449,3,Yes,15,3,13,10
31,No,Travel_Rarely,Research & Development,1,Life Sciences,1,530,4,Male,Laboratory Technician,1,Married,2218,1,No,4,3,4,3
39,No,Travel_Frequently,Research & Development,1,Life Sciences,1,531,2,Male,Manager,3,Divorced,19197,1,Yes,21,3,21,1
56,No,Travel_Frequently,Sales,6,Life Sciences,1,532,3,Female,Sales Executive,1,Married,13212,9,No,36,2,7,7
30,No,Travel_Rarely,Sales,12,Technical Degree,1,533,2,Female,Sales Executive,3,Single,6577,0,No,6,3,5,4
41,No,Travel_Rarely,Sales,1,Marketing,1,534,2,Male,Sales Executive,1,Married,8392,1,No,10,3,10,0
28,No,Travel_Rarely,Research & Development,17,Medical,1,536,3,Male,Laboratory Technician,1,Divorced,4558,1,No,10,3,10,1
25,Yes,Travel_Rarely,Research & Development,3,Medical,1,538,1,Male,Laboratory Technician,1,Married,4031,5,No,6,3,2,0
52,No,Travel_Rarely,Research & Development,3,Medical,1,543,4,Male,Manufacturing Director,3,Married,7969,2,Yes,28,3,5,0
45,No,Travel_Rarely,Research & Development,10,Life Sciences,1,544,1,Male,Research Scientist,4,Married,2654,3,No,8,2,2,0
52,No,Travel_Rarely,Research & Development,4,Life Sciences,1,546,4,Female,Manager,4,Married,16555,2,No,31,1,5,1
42,No,Travel_Frequently,Research & Development,29,Life Sciences,1,547,1,Female,Research Scientist,3,Divorced,4556,2,No,19,3,5,0
30,No,Travel_Rarely,Research & Development,2,Life Sciences,1,548,3,Female,Manufacturing Director,4,Single,6091,2,No,11,3,5,0
60,No,Travel_Rarely,Research & Development,7,Life Sciences,1,549,1,Female,Manager,1,Married,19566,5,No,33,1,29,11
46,No,Travel_Rarely,Research & Development,18,Medical,1,550,3,Female,Manufacturing Director,3,Divorced,4810,2,No,19,2,10,0
42,No,Travel_Frequently,Research & Development,28,Technical Degree,1,551,4,Female,Healthcare Representative,4,Married,4523,0,No,7,4,6,0
24,Yes,Travel_Rarely,Sales,1,Technical Degree,1,554,1,Female,Sales Representative,2,Single,3202,1,Yes,6,3,5,1
34,Yes,Travel_Frequently,Sales,6,Marketing,1,555,4,Female,Sales Representative,3,Divorced,2351,0,No,3,2,2,1
38,No,Travel_Frequently,Research & Development,2,Life Sciences,1,556,4,Male,Laboratory Technician,4,Married,1702,1,Yes,1,3,1,0
40,No,Travel_Rarely,Sales,2,Life Sciences,1,558,3,Female,Manager,3,Married,18041,0,No,21,3,20,1
26,No,Travel_Rarely,Research & Development,23,Life Sciences,1,560,1,Female,Research Scientist,4,Divorced,2886,1,No,3,1,3,0
30,No,Non-Travel,Research & Development,3,Life Sciences,1,562,3,Male,Laboratory Technician,4,Married,2097,4,No,9,1,5,1
29,No,Travel_Rarely,Research & Development,3,Medical,1,564,2,Male,Research Director,3,Married,11935,1,No,10,3,10,0
29,Yes,Travel_Rarely,Research & Development,25,Technical Degree,1,565,3,Female,Research Scientist,2,Married,2546,5,No,6,4,2,1
19,Yes,Travel_Rarely,Human Resources,2,Technical Degree,1,566,1,Male,Human Resources,4,Single,2564,1,No,1,4,1,0
30,No,Non-Travel,Sales,22,Other,1,567,3,Female,Sales Executive,1,Married,8412,0,No,10,3,9,7
57,No,Travel_Rarely,Sales,29,Marketing,1,568,1,Male,Manager,4,Divorced,14118,3,No,32,2,1,0
50,No,Travel_Rarely,Research & Development,29,Life Sciences,1,569,2,Male,Manager,3,Married,17046,0,No,28,3,27,15
30,No,Non-Travel,Research & Development,2,Medical,1,571,3,Female,Laboratory Technician,4,Single,2564,0,No,12,2,11,6
60,No,Travel_Frequently,Sales,28,Marketing,1,573,3,Female,Sales Executive,1,Married,10266,4,No,22,4,18,13
47,No,Travel_Rarely,Research & Development,2,Medical,1,574,1,Female,Manufacturing Director,4,Divorced,5070,5,No,20,3,5,0
46,No,Travel_Rarely,Research & Development,2,Life Sciences,1,575,1,Male,Research Director,3,Married,17861,6,No,26,1,3,0
35,No,Travel_Rarely,Research & Development,22,Life Sciences,1,577,4,Male,Laboratory Technician,3,Single,4230,0,No,6,3,5,4
54,No,Travel_Rarely,Research & Development,8,Life Sciences,1,578,3,Female,Laboratory Technician,3,Single,3780,7,No,19,3,1,0
